workclass,education,marital_status,occupation,race,sex,income_bracket
 ?, HS-grad, Married-civ-spouse, ?, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Black, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 State-gov, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Amer-Indian-Eskimo, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Black, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Black, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Tech-support, White, Male, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Tech-support, White, Male, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Protective-serv, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male, >50K
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Black, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Amer-Indian-Eskimo, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Black, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 State-gov, HS-grad, Married-civ-spouse, Protective-serv, Amer-Indian-Eskimo, Male, >50K
 State-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Other, Male, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Asian-Pac-Islander, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, >50K
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Black, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 State-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Other-service, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Amer-Indian-Eskimo, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Protective-serv, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, White, Male, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Tech-support, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Other, Male, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Other-service, White, Male, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Black, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Federal-gov, HS-grad, Married-civ-spouse, Tech-support, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Amer-Indian-Eskimo, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Tech-support, Asian-Pac-Islander, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Asian-Pac-Islander, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Black, Male, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Asian-Pac-Islander, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other, Male, <=50K
 State-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Protective-serv, White, Male, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, >50K
 Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, >50K
 ?, HS-grad, Married-civ-spouse, ?, Black, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Black, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Tech-support, White, Male, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male, <=50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, <=50K
